TP,SL,TotalTrades,Win(%),BestTrack
10,60,45,084.44,16
TRADES
2014.02.03 08:49:35 2014.02.03 09:40:31 SELL 1.3495 1.3555 1.3485 true
2014.02.03 10:40:35 2014.02.03 10:53:06 BUY 1.3484 1.3424 1.3494 true
2014.02.03 11:13:09 2014.02.05 15:21:47 SELL 1.3493 1.3553 1.3483 false
2014.02.05 15:21:50 2014.02.05 15:23:37 SELL 1.3554 1.3614 1.3544 true
2014.02.05 18:18:46 2014.02.05 18:44:55 SELL 1.3537 1.3597 1.3527 true
2014.02.05 20:20:00 2014.02.06 05:44:42 SELL 1.3534 1.3594 1.3524 true
2014.02.06 05:44:44 2014.02.06 15:34:32 BUY 1.3525 1.3465 1.3535 true
2014.02.06 16:19:37 2014.02.06 16:28:50 SELL 1.3616 1.3676 1.3606 true
2014.02.06 18:03:56 2014.02.06 20:21:11 SELL 1.3601 1.3661 1.3591 true
2014.02.06 21:41:15 2014.02.07 15:30:01 BUY 1.3589 1.3529 1.3599 true
2014.02.07 15:30:03 2014.02.07 15:32:39 SELL 1.3619 1.3679 1.3609 true
2014.02.07 15:47:41 2014.02.07 15:49:35 BUY 1.3593 1.3533 1.3603 true
2014.02.07 15:49:36 2014.02.07 17:36:39 BUY 1.3603 1.3543 1.3613 true
2014.02.07 17:36:40 2014.02.07 20:06:58 BUY 1.3613 1.3553 1.3623 true
2014.02.07 22:12:19 2014.02.10 00:00:00 SELL 1.3628 1.3688 1.3618 true
2014.02.10 10:05:28 2014.02.10 13:11:08 SELL 1.3635 1.3695 1.3625 true
2014.02.10 17:51:19 2014.02.10 22:04:21 SELL 1.3645 1.3705 1.3635 true
2014.02.10 23:04:27 2014.02.11 16:13:21 SELL 1.3646 1.3706 1.3636 true
2014.02.11 20:33:38 2014.02.12 12:25:23 BUY 1.3639 1.3579 1.3649 true
2014.02.12 12:35:27 2014.02.12 13:59:17 BUY 1.3639 1.3579 1.3649 false
2014.02.12 13:59:20 2014.02.12 14:37:51 SELL 1.3579 1.3639 1.3569 true
2014.02.12 14:57:55 2014.02.12 16:11:08 SELL 1.3574 1.3634 1.3564 true
2014.02.12 16:56:11 2014.02.13 08:13:04 SELL 1.3572 1.3632 1.3562 false
2014.02.13 08:13:07 2014.02.13 11:22:47 BUY 1.3637 1.3577 1.3647 true
2014.02.13 11:32:51 2014.02.13 11:49:33 BUY 1.3671 1.3611 1.3681 true
2014.02.13 13:29:38 2014.02.13 15:31:25 BUY 1.3667 1.3607 1.3677 true
2014.02.13 17:16:31 2014.02.18 13:13:14 SELL 1.3672 1.3732 1.3662 false
2014.02.18 13:13:18 2014.02.20 09:58:00 SELL 1.3733 1.3793 1.3723 true
2014.02.20 09:58:03 2014.02.20 10:23:29 SELL 1.3710 1.3770 1.3700 true
2014.02.20 10:43:32 2014.02.20 10:58:55 SELL 1.3708 1.3768 1.3698 true
2014.02.20 12:49:19 2014.02.20 14:04:19 BUY 1.3690 1.3630 1.3700 true
2014.02.20 18:59:31 2014.02.20 19:27:33 BUY 1.3690 1.3630 1.3700 true
2014.02.21 09:30:34 2014.02.21 12:04:53 BUY 1.3712 1.3652 1.3722 true
2014.02.21 13:00:09 2014.02.24 11:00:11 SELL 1.3709 1.3769 1.3699 false
2014.02.24 11:00:13 2014.02.24 11:02:34 SELL 1.3771 1.3831 1.3761 true
2014.02.24 11:02:36 2014.02.26 16:21:12 BUY 1.3762 1.3702 1.3772 false
2014.02.26 16:21:15 2014.02.27 18:15:00 BUY 1.3701 1.3641 1.3711 true
2014.02.27 18:15:03 2014.02.28 02:11:56 SELL 1.3714 1.3774 1.3704 true
2014.02.28 05:52:08 2014.02.28 09:03:21 BUY 1.3703 1.3643 1.3713 true
2014.02.28 11:58:30 2014.02.28 12:00:28 SELL 1.3726 1.3786 1.3716 false
2014.02.28 12:00:31 2014.02.28 12:03:25 BUY 1.3779 1.3719 1.3789 true
2014.02.28 12:18:29 2014.02.28 12:21:14 BUY 1.3797 1.3737 1.3807 true
2014.02.28 12:21:15 2014.02.28 15:16:13 BUY 1.3807 1.3747 1.3817 true
2014.02.28 15:56:17 2014.02.28 16:42:00 SELL 1.3807 1.3867 1.3797 true
2014.02.28 19:17:08 2014.02.28 22:48:30 SELL 1.3813 1.3873 1.3803 true
