TP,SL,TotalTrades,Win(%),BestTrack
10,80,88,093.18,25
TRADES
2013.06.03 04:41:15 2013.06.03 14:34:12 SELL 1.3004 1.3084 1.2994 true
2013.06.03 16:34:19 2013.06.03 17:00:32 BUY 1.2975 1.2895 1.2985 true
2013.06.03 17:25:39 2013.06.03 17:30:22 SELL 1.3033 1.3113 1.3023 true
2013.06.03 18:15:27 2013.06.03 18:23:33 SELL 1.3092 1.3172 1.3082 true
2013.06.03 19:38:38 2013.06.03 19:45:29 SELL 1.3093 1.3173 1.3083 true
2013.06.03 20:55:34 2013.06.03 21:01:01 SELL 1.3097 1.3177 1.3087 true
2013.06.03 22:26:06 2013.06.04 10:04:53 BUY 1.3071 1.2991 1.3081 true
2013.06.04 10:04:56 2013.06.04 10:37:19 SELL 1.3082 1.3162 1.3072 true
2013.06.04 13:52:29 2013.06.05 09:33:35 BUY 1.3094 1.3014 1.3104 true
2013.06.05 09:33:40 2013.06.05 09:36:59 SELL 1.3107 1.3187 1.3097 true
2013.06.05 11:52:07 2013.06.05 12:07:57 SELL 1.3063 1.3143 1.3053 true
2013.06.05 12:23:00 2013.06.05 13:21:07 SELL 1.3066 1.3146 1.3056 true
2013.06.05 13:56:10 2013.06.06 15:43:18 SELL 1.3060 1.3140 1.3050 false
2013.06.06 15:43:23 2013.06.06 15:47:25 BUY 1.3139 1.3059 1.3149 true
2013.06.06 16:07:28 2013.06.06 16:12:12 BUY 1.3141 1.3061 1.3151 true
2013.06.06 16:47:16 2013.06.06 18:52:00 SELL 1.3156 1.3236 1.3146 false
2013.06.06 18:52:02 2013.06.06 18:53:36 SELL 1.3238 1.3318 1.3228 true
2013.06.06 20:33:43 2013.06.06 20:52:04 BUY 1.3233 1.3153 1.3243 true
2013.06.07 05:10:13 2013.06.07 05:12:48 SELL 1.3251 1.3331 1.3241 true
2013.06.07 07:22:55 2013.06.07 08:04:09 SELL 1.3265 1.3345 1.3255 true
2013.06.07 11:24:18 2013.06.07 12:55:42 BUY 1.3235 1.3155 1.3245 true
2013.06.07 16:01:02 2013.06.07 16:02:06 BUY 1.3195 1.3115 1.3205 true
2013.06.07 17:02:11 2013.06.07 17:05:46 BUY 1.3195 1.3115 1.3205 true
2013.06.10 03:55:13 2013.06.10 04:18:02 SELL 1.3227 1.3307 1.3217 true
2013.06.10 07:38:11 2013.06.10 10:55:47 BUY 1.3196 1.3116 1.3206 true
2013.06.10 18:36:06 2013.06.11 17:21:49 SELL 1.3227 1.3307 1.3217 false
2013.06.11 17:21:53 2013.06.11 17:24:05 SELL 1.3308 1.3388 1.3298 true
2013.06.11 17:24:07 2013.06.11 21:47:13 BUY 1.3298 1.3218 1.3308 true
2013.06.11 21:47:16 2013.06.12 08:19:38 SELL 1.3308 1.3388 1.3298 true
2013.06.12 08:19:40 2013.06.12 09:34:38 BUY 1.3299 1.3219 1.3309 true
2013.06.12 09:34:40 2013.06.12 10:03:45 BUY 1.3309 1.3229 1.3319 true
2013.06.12 10:43:52 2013.06.12 10:46:39 SELL 1.3332 1.3412 1.3322 true
2013.06.12 11:41:44 2013.06.12 11:52:55 BUY 1.3284 1.3204 1.3294 true
2013.06.12 12:43:00 2013.06.12 13:06:25 BUY 1.3280 1.3200 1.3290 true
2013.06.12 13:56:30 2013.06.12 14:30:58 SELL 1.3283 1.3363 1.3273 true
2013.06.12 14:31:00 2013.06.12 18:55:33 SELL 1.3273 1.3353 1.3263 false
2013.06.12 18:55:38 2013.06.12 19:02:32 SELL 1.3356 1.3436 1.3346 true
2013.06.12 19:02:34 2013.06.12 20:06:16 SELL 1.3346 1.3426 1.3336 true
2013.06.13 02:30:06 2013.06.13 11:01:30 SELL 1.3350 1.3430 1.3340 true
2013.06.13 13:01:36 2013.06.13 14:37:02 SELL 1.3329 1.3409 1.3319 true
2013.06.13 15:12:06 2013.06.13 15:30:07 SELL 1.3318 1.3398 1.3308 true
2013.06.13 17:30:16 2013.06.13 17:41:58 BUY 1.3281 1.3201 1.3291 true
2013.06.14 02:00:06 2013.06.17 22:26:22 BUY 1.3366 1.3286 1.3376 true
2013.06.17 22:26:26 2013.06.17 22:28:22 SELL 1.3376 1.3456 1.3366 true
2013.06.17 22:58:26 2013.06.17 23:11:35 SELL 1.3377 1.3457 1.3367 true
2013.06.18 04:05:10 2013.06.18 10:52:09 BUY 1.3356 1.3276 1.3366 true
2013.06.18 11:27:14 2013.06.18 12:01:10 BUY 1.3385 1.3305 1.3395 true
2013.06.18 18:06:27 2013.06.19 21:00:19 SELL 1.3392 1.3472 1.3382 true
2013.06.19 21:00:23 2013.06.19 21:00:32 BUY 1.3382 1.3302 1.3392 true
2013.06.19 22:05:39 2013.06.19 22:07:38 SELL 1.3286 1.3366 1.3276 true
2013.06.19 22:57:42 2013.06.19 23:11:44 BUY 1.3275 1.3195 1.3285 true
2013.06.20 06:15:17 2013.06.20 06:17:33 BUY 1.3259 1.3179 1.3269 true
2013.06.20 07:22:38 2013.06.20 09:08:33 BUY 1.3257 1.3177 1.3267 true
2013.06.20 11:18:45 2013.06.20 11:25:23 SELL 1.3221 1.3301 1.3211 true
2013.06.20 11:55:27 2013.06.20 12:20:41 SELL 1.3216 1.3296 1.3206 true
2013.06.20 13:05:46 2013.06.20 13:21:14 SELL 1.3192 1.3272 1.3182 true
2013.06.21 01:30:05 2013.06.21 03:09:35 SELL 1.3231 1.3311 1.3221 true
2013.06.21 05:14:42 2013.06.21 07:01:05 SELL 1.3244 1.3324 1.3234 true
2013.06.21 16:36:32 2013.06.21 16:39:59 BUY 1.3162 1.3082 1.3172 true
2013.06.21 17:15:02 2013.06.24 10:04:37 BUY 1.3162 1.3082 1.3172 false
2013.06.24 10:04:41 2013.06.24 10:14:59 BUY 1.3081 1.3001 1.3091 true
2013.06.24 10:40:02 2013.06.24 11:10:27 SELL 1.3110 1.3190 1.3100 true
2013.06.24 12:20:32 2013.06.24 12:25:26 SELL 1.3121 1.3201 1.3111 true
2013.06.24 15:30:37 2013.06.25 09:38:24 SELL 1.3068 1.3148 1.3058 false
2013.06.25 09:38:30 2013.06.25 10:02:17 SELL 1.3148 1.3228 1.3138 true
2013.06.25 10:02:19 2013.06.25 10:11:03 SELL 1.3138 1.3218 1.3128 true
2013.06.25 10:11:05 2013.06.25 11:24:12 SELL 1.3127 1.3207 1.3117 true
2013.06.25 15:44:25 2013.06.25 16:13:55 BUY 1.3098 1.3018 1.3108 true
2013.06.25 17:13:59 2013.06.25 17:27:40 BUY 1.3074 1.2994 1.3084 true
2013.06.25 18:12:44 2013.06.25 18:21:14 BUY 1.3070 1.2990 1.3080 true
2013.06.26 02:45:10 2013.06.26 03:06:57 BUY 1.3072 1.2992 1.3082 true
2013.06.26 06:07:06 2013.06.26 09:00:25 BUY 1.3065 1.2985 1.3075 true
2013.06.26 09:50:31 2013.06.26 09:59:38 BUY 1.3060 1.2980 1.3070 true
