TP,SL,TotalTrades,Win(%),BestTrack
10,50,60,083.33,16
TRADES
2013.08.01 01:28:31 SELL 1.3299 1.3349 1.3289 true
2013.08.01 04:53:20 BUY 1.3289 1.3239 1.3299 false
2013.08.01 10:25:37 BUY 1.3238 1.3188 1.3248 true
2013.08.01 13:25:26 BUY 1.3235 1.3185 1.3245 true
2013.08.01 17:21:55 BUY 1.3229 1.3179 1.3239 true
2013.08.01 19:10:28 BUY 1.3217 1.3167 1.3227 true
2013.08.02 11:24:56 SELL 1.3225 1.3275 1.3215 true
2013.08.02 16:45:52 SELL 1.3268 1.3318 1.3258 true
2013.08.02 17:56:09 SELL 1.3286 1.3336 1.3276 true
2013.08.02 20:53:13 SELL 1.3285 1.3335 1.3275 true
2013.08.05 03:26:54 BUY 1.3268 1.3218 1.3278 true
2013.08.05 10:25:06 SELL 1.3290 1.3340 1.3280 true
2013.08.05 13:55:53 BUY 1.3269 1.3219 1.3279 true
2013.08.06 12:12:34 SELL 1.3277 1.3327 1.3267 true
2013.08.06 15:52:25 SELL 1.3294 1.3344 1.3284 true
2013.08.06 21:09:05 SELL 1.3308 1.3358 1.3298 true
2013.08.07 10:32:24 BUY 1.3284 1.3234 1.3294 true
2013.08.07 13:26:34 SELL 1.3314 1.3364 1.3304 true
2013.08.07 17:14:23 SELL 1.3321 1.3371 1.3311 false
2013.08.08 16:49:07 SELL 1.3371 1.3421 1.3361 true
2013.08.09 16:00:40 BUY 1.3362 1.3312 1.3372 false
2013.08.12 10:30:55 BUY 1.3311 1.3261 1.3321 false
2013.08.13 15:33:26 BUY 1.3264 1.3214 1.3274 true
2013.08.14 08:47:31 SELL 1.3275 1.3325 1.3265 true
2013.08.14 12:17:20 BUY 1.3255 1.3205 1.3265 true
2013.08.15 03:04:32 SELL 1.3266 1.3316 1.3256 true
2013.08.15 20:38:23 SELL 1.3329 1.3379 1.3319 false
2013.08.16 18:32:57 BUY 1.3322 1.3272 1.3332 true
2013.08.19 00:33:49 SELL 1.3337 1.3387 1.3327 true
2013.08.19 05:04:58 SELL 1.3339 1.3389 1.3329 true
2013.08.19 07:20:24 BUY 1.3325 1.3275 1.3335 true
2013.08.19 13:14:51 SELL 1.3365 1.3415 1.3355 true
2013.08.20 06:16:50 SELL 1.3348 1.3398 1.3338 true
2013.08.20 11:35:44 SELL 1.3380 1.3430 1.3370 true
2013.08.20 12:33:59 SELL 1.3386 1.3436 1.3376 true
2013.08.20 17:55:50 SELL 1.3430 1.3480 1.3420 true
2013.08.21 10:11:36 BUY 1.3401 1.3351 1.3411 false
2013.08.22 01:40:46 BUY 1.3344 1.3294 1.3354 true
2013.08.22 13:09:33 BUY 1.3310 1.3260 1.3320 true
2013.08.22 19:34:02 SELL 1.3366 1.3416 1.3356 true
2013.08.23 03:12:41 BUY 1.3344 1.3294 1.3354 true
2013.08.23 08:11:15 BUY 1.3340 1.3290 1.3350 true
2013.08.23 17:33:31 SELL 1.3394 1.3444 1.3384 true
2013.08.26 10:06:27 BUY 1.3367 1.3317 1.3377 true
2013.08.26 19:09:36 BUY 1.3368 1.3318 1.3378 true
2013.08.27 02:22:29 SELL 1.3379 1.3429 1.3369 true
2013.08.27 18:03:31 SELL 1.3395 1.3445 1.3385 true
2013.08.27 20:32:40 SELL 1.3389 1.3439 1.3379 true
2013.08.28 08:03:31 BUY 1.3374 1.3324 1.3384 true
2013.08.28 11:35:32 BUY 1.3372 1.3322 1.3382 false
2013.08.28 16:36:10 BUY 1.3326 1.3276 1.3336 true
2013.08.29 03:20:59 BUY 1.3333 1.3283 1.3343 false
2013.08.29 09:39:17 BUY 1.3285 1.3235 1.3295 false
2013.08.29 15:38:03 BUY 1.3235 1.3185 1.3245 true
2013.08.29 17:04:48 BUY 1.3239 1.3189 1.3249 true
2013.08.29 23:07:07 BUY 1.3243 1.3193 1.3253 true
2013.08.30 04:32:13 SELL 1.3253 1.3303 1.3243 true
2013.08.30 09:59:21 BUY 1.3231 1.3181 1.3241 true
2013.08.30 15:55:55 BUY 1.3225 1.3175 1.3235 false
2013.08.30 18:09:54 BUY 1.3180 1.3130 1.3190 true
