TP,SL,TotalTrades,Win(%),BestTrack
10,50,80,085.00,23
TRADES
2013.02.01 02:07:10 SELL 1.3603 1.3653 1.3593 false
2013.02.01 10:59:33 SELL 1.3650 1.3700 1.3640 true
2013.02.01 16:58:59 BUY 1.3594 1.3544 1.3604 true
2013.02.01 17:38:23 SELL 1.3652 1.3702 1.3642 false
2013.02.01 18:52:00 SELL 1.3692 1.3742 1.3682 true
2013.02.04 03:12:46 BUY 1.3636 1.3586 1.3646 false
2013.02.04 11:35:49 BUY 1.3587 1.3537 1.3597 false
2013.02.04 18:36:14 BUY 1.3539 1.3489 1.3549 false
2013.02.05 05:16:59 BUY 1.3489 1.3439 1.3499 true
2013.02.05 08:55:14 BUY 1.3465 1.3415 1.3475 true
2013.02.05 11:12:37 SELL 1.3533 1.3583 1.3523 true
2013.02.05 13:27:27 SELL 1.3558 1.3608 1.3548 true
2013.02.05 18:31:29 SELL 1.3593 1.3643 1.3583 true
2013.02.05 19:58:54 SELL 1.3582 1.3632 1.3572 true
2013.02.06 05:30:02 BUY 1.3574 1.3524 1.3584 false
2013.02.06 10:04:22 BUY 1.3523 1.3473 1.3533 true
2013.02.06 12:33:07 BUY 1.3521 1.3471 1.3531 true
2013.02.06 13:55:00 BUY 1.3529 1.3479 1.3539 true
2013.02.07 03:21:05 BUY 1.3508 1.3458 1.3518 true
2013.02.07 08:11:04 SELL 1.3528 1.3578 1.3518 true
2013.02.07 17:12:34 BUY 1.3411 1.3361 1.3421 true
2013.02.08 11:12:02 SELL 1.3422 1.3472 1.3412 true
2013.02.08 15:06:56 BUY 1.3382 1.3332 1.3392 true
2013.02.08 19:23:21 BUY 1.3366 1.3316 1.3376 true
2013.02.11 02:25:49 SELL 1.3376 1.3426 1.3366 true
2013.02.11 12:00:06 SELL 1.3398 1.3448 1.3388 true
2013.02.11 14:37:45 SELL 1.3404 1.3454 1.3394 true
2013.02.11 18:18:24 SELL 1.3422 1.3472 1.3412 true
2013.02.12 00:25:20 BUY 1.3397 1.3347 1.3407 true
2013.02.12 06:15:25 BUY 1.3389 1.3339 1.3399 true
2013.02.12 13:13:05 SELL 1.3453 1.3503 1.3443 true
2013.02.12 18:03:52 SELL 1.3468 1.3518 1.3458 true
2013.02.12 19:55:02 SELL 1.3459 1.3509 1.3449 true
2013.02.13 06:00:10 BUY 1.3441 1.3391 1.3451 true
2013.02.13 09:55:51 SELL 1.3466 1.3516 1.3456 true
2013.02.13 11:44:56 SELL 1.3485 1.3535 1.3475 true
2013.02.13 14:38:10 SELL 1.3514 1.3564 1.3504 true
2013.02.13 17:34:59 BUY 1.3445 1.3395 1.3455 true
2013.02.14 06:20:12 BUY 1.3439 1.3389 1.3449 false
2013.02.14 09:19:21 BUY 1.3386 1.3336 1.3396 true
2013.02.14 11:33:37 BUY 1.3374 1.3324 1.3384 false
2013.02.14 12:20:47 BUY 1.3322 1.3272 1.3332 true
2013.02.14 18:02:23 BUY 1.3337 1.3287 1.3347 true
2013.02.15 00:17:01 BUY 1.3357 1.3307 1.3367 true
2013.02.15 05:20:04 SELL 1.3367 1.3417 1.3357 true
2013.02.15 10:18:41 BUY 1.3339 1.3289 1.3349 true
2013.02.15 16:00:05 SELL 1.3360 1.3410 1.3350 true
2013.02.18 01:49:10 BUY 1.3342 1.3292 1.3352 true
2013.02.18 09:01:00 SELL 1.3352 1.3402 1.3342 true
2013.02.18 16:50:45 BUY 1.3335 1.3285 1.3345 true
2013.02.19 02:14:05 BUY 1.3343 1.3293 1.3353 true
2013.02.19 17:09:20 SELL 1.3364 1.3414 1.3354 false
2013.02.20 02:26:40 SELL 1.3415 1.3465 1.3405 true
2013.02.20 13:10:44 BUY 1.3395 1.3345 1.3405 false
2013.02.20 18:13:43 BUY 1.3347 1.3297 1.3357 true
2013.02.20 23:03:16 BUY 1.3277 1.3227 1.3287 true
2013.02.21 02:49:22 SELL 1.3286 1.3336 1.3276 true
2013.02.21 05:53:23 BUY 1.3262 1.3212 1.3272 true
2013.02.21 11:41:37 BUY 1.3190 1.3140 1.3200 true
2013.02.21 20:41:48 BUY 1.3185 1.3135 1.3195 true
2013.02.22 04:42:33 SELL 1.3200 1.3250 1.3190 true
2013.02.22 13:05:03 BUY 1.3178 1.3128 1.3188 true
2013.02.22 17:08:20 BUY 1.3161 1.3111 1.3171 true
2013.02.25 00:17:16 BUY 1.3193 1.3143 1.3203 true
2013.02.25 02:19:11 BUY 1.3185 1.3135 1.3195 true
2013.02.25 12:27:07 SELL 1.3249 1.3299 1.3239 false
2013.02.25 16:43:04 SELL 1.3288 1.3338 1.3278 true
2013.02.25 20:49:17 BUY 1.3135 1.3085 1.3145 false
2013.02.25 21:00:18 BUY 1.3081 1.3031 1.3091 true
2013.02.25 22:33:12 BUY 1.3075 1.3025 1.3085 true
2013.02.26 02:22:20 SELL 1.3080 1.3130 1.3070 true
2013.02.26 09:13:40 BUY 1.3037 1.2987 1.3047 true
2013.02.26 10:38:33 SELL 1.3083 1.3133 1.3073 true
2013.02.26 16:55:37 SELL 1.3103 1.3153 1.3093 true
2013.02.27 03:20:57 BUY 1.3047 1.2997 1.3057 true
2013.02.27 08:35:01 SELL 1.3080 1.3130 1.3070 true
2013.02.27 17:35:03 SELL 1.3124 1.3174 1.3114 true
2013.02.27 21:39:26 SELL 1.3123 1.3173 1.3113 true
2013.02.28 11:12:05 SELL 1.3113 1.3163 1.3103 true
2013.02.28 12:39:46 BUY 1.3102 1.3052 1.3112 true
