TP,SL,TotalTrades,Win(%),BestTrack
10,50,65,084.62,20
TRADES
2013.10.01 06:10:49 SELL 1.3536 1.3586 1.3526 false
2013.10.01 09:55:12 SELL 1.3585 1.3635 1.3575 true
2013.10.01 11:37:20 SELL 1.3561 1.3611 1.3551 true
2013.10.01 16:01:29 SELL 1.3556 1.3606 1.3546 true
2013.10.01 17:27:46 BUY 1.3528 1.3478 1.3538 true
2013.10.02 03:21:07 BUY 1.3513 1.3463 1.3523 true
2013.10.02 10:23:54 BUY 1.3510 1.3460 1.3520 true
2013.10.02 11:24:51 SELL 1.3534 1.3584 1.3524 true
2013.10.02 15:59:22 SELL 1.3578 1.3628 1.3568 false
2013.10.03 18:01:42 SELL 1.3625 1.3675 1.3615 true
2013.10.03 18:43:18 SELL 1.3632 1.3682 1.3622 true
2013.10.04 10:11:48 BUY 1.3614 1.3564 1.3624 true
2013.10.04 11:56:39 BUY 1.3613 1.3563 1.3623 false
2013.10.04 19:13:46 BUY 1.3566 1.3516 1.3576 true
2013.10.07 09:04:00 SELL 1.3576 1.3626 1.3566 true
2013.10.07 17:04:08 BUY 1.3566 1.3516 1.3576 true
2013.10.07 18:16:48 SELL 1.3580 1.3630 1.3570 true
2013.10.07 20:17:40 SELL 1.3581 1.3631 1.3571 true
2013.10.08 04:19:31 BUY 1.3571 1.3521 1.3581 true
2013.10.08 15:34:09 SELL 1.3584 1.3634 1.3574 true
2013.10.09 01:32:20 SELL 1.3580 1.3630 1.3570 true
2013.10.09 04:45:35 BUY 1.3568 1.3518 1.3578 false
2013.10.09 11:07:43 BUY 1.3521 1.3471 1.3531 true
2013.10.09 13:00:25 BUY 1.3533 1.3483 1.3543 true
2013.10.10 14:42:44 SELL 1.3542 1.3592 1.3532 true
2013.10.10 18:19:57 SELL 1.3540 1.3590 1.3530 true
2013.10.11 04:44:45 SELL 1.3533 1.3583 1.3523 true
2013.10.14 04:44:46 SELL 1.3563 1.3613 1.3553 true
2013.10.14 15:48:07 SELL 1.3593 1.3643 1.3583 true
2013.10.14 17:35:16 SELL 1.3590 1.3640 1.3580 true
2013.10.15 03:46:07 BUY 1.3551 1.3501 1.3561 true
2013.10.15 07:49:04 SELL 1.3568 1.3618 1.3558 true
2013.10.15 12:10:13 BUY 1.3528 1.3478 1.3538 true
2013.10.16 11:17:20 SELL 1.3538 1.3588 1.3528 true
2013.10.16 17:57:11 BUY 1.3491 1.3441 1.3501 true
2013.10.17 01:42:36 BUY 1.3524 1.3474 1.3534 true
2013.10.17 05:23:20 SELL 1.3544 1.3594 1.3534 false
2013.10.17 10:25:41 SELL 1.3595 1.3645 1.3585 false
2013.10.17 14:29:41 SELL 1.3648 1.3698 1.3638 true
2013.10.17 16:30:37 SELL 1.3660 1.3710 1.3650 false
2013.10.22 15:30:28 SELL 1.3731 1.3781 1.3721 true
2013.10.22 16:35:42 SELL 1.3744 1.3794 1.3734 false
2013.10.24 08:55:50 SELL 1.3799 1.3849 1.3789 true
2013.10.24 10:28:10 SELL 1.3788 1.3838 1.3778 true
2013.10.24 11:12:38 BUY 1.3773 1.3723 1.3783 true
2013.10.24 13:19:05 SELL 1.3814 1.3864 1.3804 true
2013.10.24 19:21:12 SELL 1.3814 1.3864 1.3804 true
2013.10.25 03:21:00 BUY 1.3793 1.3743 1.3803 true
2013.10.25 06:46:53 SELL 1.3803 1.3853 1.3793 true
2013.10.25 13:10:14 BUY 1.3794 1.3744 1.3804 true
2013.10.25 15:01:45 BUY 1.3777 1.3727 1.3787 true
2013.10.28 04:36:42 SELL 1.3815 1.3865 1.3805 true
2013.10.28 08:36:23 BUY 1.3797 1.3747 1.3807 true
2013.10.28 15:30:20 BUY 1.3784 1.3734 1.3794 true
2013.10.28 16:47:25 BUY 1.3781 1.3731 1.3791 true
2013.10.28 18:26:18 BUY 1.3778 1.3728 1.3788 true
2013.10.29 03:29:40 BUY 1.3772 1.3722 1.3782 true
2013.10.29 12:20:38 BUY 1.3765 1.3715 1.3775 true
2013.10.29 17:46:11 SELL 1.3808 1.3858 1.3798 true
2013.10.29 19:16:29 BUY 1.3744 1.3694 1.3754 true
2013.10.30 11:48:42 SELL 1.3757 1.3807 1.3747 true
2013.10.30 16:51:19 SELL 1.3766 1.3816 1.3756 true
2013.10.31 06:52:18 BUY 1.3709 1.3659 1.3719 false
2013.10.31 13:47:59 BUY 1.3660 1.3610 1.3670 false
2013.10.31 17:19:22 BUY 1.3612 1.3562 1.3622 true
